"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"61568","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","500","","Candidate Committee","TANYA STORER FOR LEGISLATURE","","","","19075 ADAMSON DRIVE","","WHITMAN","NE","69366","01/07/2025","","","","N","","",""
"61569","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","500","","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","","","","4810 W PRAIRIE LAKE ROAD","","HASTINGS","NE","68901","01/07/2025","","","","N","","",""
"61570","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","500","","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","","","","591 S 32ND ROAD","","SYRACUSE","NE","68446","01/07/2025","","","","N","","",""
"61571","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","1000","","Candidate Committee","QUICK FOR LEGISLATURE","","","","1019 KENNEDY DRIVE","","GRAND ISLAND","NE","68803","01/07/2025","","","","N","","",""
"61574","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","500","","Candidate Committee","STORM FOR LEGISLATURE","","","","1461 31 RD","","DAVID CITY","NE","68632","01/07/2025","","","","N","","",""
"61577","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","500","","Candidate Committee","PAUL STROMMEN FOR LEGISLATURE","","","","2105 15TH AVENUE","","SIDNEY","NE","69162","01/07/2025","","","","N","","",""
"61579","7709","PAC-Separate Segregated Political Fund","NEBRASKA FRATERNAL ORDER OF POLICE PAC","","Pledge Made","Unknown","10/30/2024","2000","","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","","","","1209 WATSON ST","","FREMONT","NE","68025","01/07/2025","","","","N","","",""
"61709","9051","Candidate Committee","FRIENDS FOR ALLISON KINNEY-WALKER","ALLISON KINNEY-WALKER","Campaign Expense","Unknown","10/30/2024","420.81","PHONE BANKING/TEXTING SERVICE","Business (For-Profit and Non-Profit entities)","SCALE TO WIN","","","","13742 HARPER STREET","","SANTA ANA","CA","92703","01/07/2025","","","","N","","",""
"61712","9051","Candidate Committee","FRIENDS FOR ALLISON KINNEY-WALKER","ALLISON KINNEY-WALKER","Campaign Expense","Unknown","10/30/2024","10","EMPOWER APP","Business (For-Profit and Non-Profit entities)","EMPOWER PROJECT","","","","PO BOX 288","","MCFARLAND","WI","53558","01/07/2025","","","","N","","",""
"61778","9307","PAC-Independent","PLV ED MATTERS","","Independent Expenditure","Unknown","10/30/2024","69","FACEBOOK AD","Business (For-Profit and Non-Profit entities)","FACEBOOK (META)","","","","1 HACKER WAY","","MENLO PARK","CA","94025","01/13/2025","OPPOSE","EDWARD WENIGER","PAPILLION-LA VISTA PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"61778","9307","PAC-Independent","PLV ED MATTERS","","Independent Expenditure","Unknown","10/30/2024","69","FACEBOOK AD","Business (For-Profit and Non-Profit entities)","FACEBOOK (META)","","","","1 HACKER WAY","","MENLO PARK","CA","94025","01/13/2025","OPPOSE","LINDA VERMOOTEN","NEBRASKA - STATE BOARD OF EDUCATION - 2","N","","",""
"61997","7751","PAC-Separate Segregated Political Fund","NEBRASKA REALTORS PAC","","Direct contribution","Unknown","10/30/2024","10000","","Candidate Committee","DON ROWE FOR OMAHA","","","","15077 SHARP STREET","","OMAHA","NE","68137","01/14/2025","","","","N","","",""
"61998","7751","PAC-Separate Segregated Political Fund","NEBRASKA REALTORS PAC","","Direct contribution","Unknown","10/30/2024","10000","","Candidate Committee","HARDING FOR COUNCIL","","","","2122 SOUTH 109TH ST","","OMAHA","NE","68144","01/14/2025","","","","N","","",""
"61999","7751","PAC-Separate Segregated Political Fund","NEBRASKA REALTORS PAC","","Direct contribution","Unknown","10/30/2024","10000","","Candidate Committee","MELTON FOR OMAHA","","","","1324 N. 129TH CIRCLE","","OMAHA","NE","68154","01/14/2025","","","","N","","",""
"62000","7751","PAC-Separate Segregated Political Fund","NEBRASKA REALTORS PAC","","Direct contribution","Unknown","10/30/2024","5000","","Candidate Committee","SORRENTINO FOR NEBRASKA","","","","5040 S 225TH PLAZA","","ELKHORN","NE","68022","01/14/2025","","","","N","","",""
"62003","9178","Candidate Committee","PENDRELL FOR NEBRASKA","TIM PENDRELL","Campaign Expense","Unknown","10/30/2024","1500","CANVASSING AND SOCIAL MEDIA ADS","Individual","JIMENEZ","LUIS","","","2709 DEWEY AVE","#5","OMAHA","NE","68105","01/09/2025","","","","N","","",""
"62118","9328","Ballot Question Committee","PROTECT WOMEN & CHILDREN","","Campaign Expense","Unknown","10/30/2024","200000","MEDIA PLACEMENT","Business (For-Profit and Non-Profit entities)","AX MEDIA","","","","800 W 47TH ST","STE 200","KANSAS CITY","MO","64112","01/14/2025","","","","N","","",""
"62119","9328","Ballot Question Committee","PROTECT WOMEN & CHILDREN","","Campaign Expense","Unknown","10/30/2024","25","BANK FEES","Business (For-Profit and Non-Profit entities)","CORNHUSKER BANK","","","","8310 O STREET","","LINCOLN","NE","68510","01/14/2025","","","","N","","",""
"62148","9310","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","DAVE WORDEKEMPER","Campaign Expense","Unknown","10/30/2024","840","ADVERTISING","Business (For-Profit and Non-Profit entities)","FREMONT TRIBUNE","","","","P.O. BOX 9","","FREMONT","NE","68025","01/14/2025","","","","N","","",""
"62149","9310","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","DAVE WORDEKEMPER","Campaign Expense","Unknown","10/30/2024","7000","CONSULTING","Business (For-Profit and Non-Profit entities)","RED STATE STRATEGIES","","","","P.O. BOX 540975","1005 S 107TH AVE STE 201 201 68114","OMAHA","NE","68154","01/14/2025","","","","N","","",""
"62291","9285","Candidate Committee","FRIENDS OF SULLIVAN","JOHN G SULLIVAN","Campaign Expense","Unknown","10/30/2024","9721.52","PRINTED MATERIALS","Business (For-Profit and Non-Profit entities)","CHASE MARKETING LLC","","","","4323 S 198TH AVE.","","OMAHA","NE","68135","01/10/2025","","","","N","","",""
"62294","9269","Candidate Committee","KELLY FOR COUNTY COMMISSIONER","SEAN KELLY","Campaign Expense","Unknown","10/30/2024","4825","DIGITAL ADS","Business (For-Profit and Non-Profit entities)","SUMMIT MEDIA","","","","10714 MOCKINGBIRD DRIVE","","OMAHA","NE","68127","01/13/2025","","","","N","","",""
"62295","9269","Candidate Committee","KELLY FOR COUNTY COMMISSIONER","SEAN KELLY","Campaign Expense","Unknown","10/30/2024","298.18","PRINTED MATERIALS","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING COMPANY (UNIONIST PUBLISHING CO, DBA)","","","","2728 N. 108TH STREET, SUITE 105","","OMAHA","NE","68164","01/13/2025","","","","N","","",""
"62434","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","2000","ADVERTISING","Business (For-Profit and Non-Profit entities)","ENSPOT POLITICAL","","","","1250 E. HALLANDALE BEACH BLVD.","STE 609","HALLANDALE","FL","33009","01/12/2025","","","","N","","",""
"62435","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","1500","CONSULTING","Business (For-Profit and Non-Profit entities)","BLOOD COMMUNICATIONS","","","","2812 JACK PINE ST","","BELLEVUE","NE","68123","01/12/2025","","","","N","","",""
"62437","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","405","HEATHER BRAY PHONEBANKING PAYROLL","Individual","BENNINGHOFF","JASON","","","430 LAWN AVE.","","SELLERSVILLE","PA","18960","01/12/2025","","","","N","","",""
"62440","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","405","PAUL BRAY PHONEBANKING PAYROLL","Individual","BENNINGHOFF","JASON","","","430 LAWN AVE.","","SELLERSVILLE","PA","18960","01/12/2025","","","","N","","",""
"62441","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","405","ROBBIE BRAY PHONEBANKING PAYROLL","Individual","BENNINGHOFF","JASON","","","430 LAWN AVE.","","SELLERSVILLE","PA","18960","01/12/2025","","","","N","","",""
"62443","8979","Candidate Committee","NEBRASKANS FOR FOLCHERT","MARY ANN FOLCHERT","Campaign Expense","Unknown","10/30/2024","140","SOCIAL MEDIA","Individual","BLOOD","NOELLE","","","823 N 50TH AVENUE","","OMAHA","NE","68132","01/12/2025","","","","N","","",""
"62460","8990","Candidate Committee","SARAH CENTINEO FOR LEGISLATURE","SARAH CENTINEO","Campaign Expense","Unknown","10/30/2024","1690.87","BALLOT CHASE","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING COMPANY (UNIONIST PUBLISHING CO, DBA)","","","","2728 N. 108TH STREET, SUITE 105","","OMAHA","NE","68164","01/12/2025","","","","N","","",""
"62517","7712","PAC-Separate Segregated Political Fund","IRONWORKERS LOCAL UNION 21 LEGISLATIVE FUND PAC","","Administrative Expenses","Unknown","10/30/2024","15","WIRE TRANSFER FEE","Business (For-Profit and Non-Profit entities)","AMERICAN NATIONAL BANK - OMAHA","","","","8990 WEST DODGE ROAD","","OMAHA","NE","68114","01/13/2025","","","","N","","",""
"62548","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","6500","VOTER RESEARCH","Business (For-Profit and Non-Profit entities)","JMC ENTERPRISES","","","","1025 CHIPPENHAM DR.","","BATON ROUGE","LA","70808","01/14/2025","","","","N","","",""
"62549","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","499.79","GRAPHIC DESIGN","Business (For-Profit and Non-Profit entities)","SDP CREATIVE","","","","510 UNION STREET","PO BOX 250 MILLERSBURG PA 17061","MILLERSBURG","PA","17061","01/14/2025","","","","N","","",""
"62550","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","761.25","MEDIA PRODUCTION","Business (For-Profit and Non-Profit entities)","MIXING ROOM STUDIOS","","","","11740 STONEGATE CIR","","OMAHA","NE","68164","01/14/2025","","","","N","","",""
"62551","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","3345.29","POSTAGE","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"62552","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","1054.03","TEXTING SERVICES","Business (For-Profit and Non-Profit entities)","EZ POLITIX, LLC","","","","314 NORTH 115TH STREET","","OMAHA","NE","68154","01/14/2025","","","","N","","",""
"62553","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","1881.58","PRINTING SERVICES","Business (For-Profit and Non-Profit entities)","QUALITY PRESS PRINTING, INC","","","","3500 N. 20TH STREET","","LINCOLN","NE","68521","01/14/2025","","","","N","","",""
"62612","7365","Candidate Committee","JEN DAY FOR NEBRASKA","JEN DAY","Campaign Expense","Unknown","10/30/2024","829.68","CAMPAIGN MAILER","Business (For-Profit and Non-Profit entities)","USPS","","","","8451 W CENTER ST.","","OMAHA","NE","68124","01/14/2025","","","","N","","",""
"62619","8471","Candidate Committee","ROBERT DOVER FOR NEBRASKA","ROBERT DOVER","Campaign Expense","Unknown","10/30/2024","68.9","TEXT GRAPHIC","Business (For-Profit and Non-Profit entities)","SDP CREATIVE","","","","510 UNION STREET","PO BOX 250 MILLERSBURG PA 17061","MILLERSBURG","PA","17061","01/14/2025","","","","N","","",""
"62630","8471","Candidate Committee","ROBERT DOVER FOR NEBRASKA","ROBERT DOVER","Campaign Expense","Unknown","10/30/2024","339.6","TEXT MESSAGES","Business (For-Profit and Non-Profit entities)","BEDROCK DATA SOLUTIONS","","","","800 W 47TH ST, STE 200","","KANSAS CITY","MO","64112","01/14/2025","","","","N","","",""
"62665","9030","Nebraska Business Supplemental Filer","SECOND HOUSE COLLABORATIVE","","In-Kind Expenditure","Unknown","10/30/2024","228.65","PALM CARDS- GOLDENROD PRINTING","Ballot Question Committee","NMM","","","","3637 HOLDREGE STREET","","LINCOLN","NE","68503","01/13/2025","","","","N","","",""
"62676","9293","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","BOB HALLSTROM","Campaign Expense","Unknown","10/30/2024","359.61","POSTAGE","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"62681","9030","Nebraska Business Supplemental Filer","SECOND HOUSE COLLABORATIVE","","In-Kind Expenditure","Unknown","10/30/2024","228.65","PALM CARDS- GOLDENROD PRINTING","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","","","15113 LAUREL AVENUE","","OMAHA","NE","68116","01/13/2025","","","","N","","",""
"62705","9030","Nebraska Business Supplemental Filer","SECOND HOUSE COLLABORATIVE","","In-Kind Expenditure","Unknown","10/30/2024","228.65","PALM CARDS- GOLDENROD PRINTING","Ballot Question Committee","SUPPORT OUR SCHOOLS - NEBRASKA","","","","605 SOUTH 14TH STREET","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"62735","7314","PAC-Separate Segregated Political Fund","NEBRASKA DENTAL ASSOCIATION PAC","","Direct contribution","Unknown","10/30/2024","1000","DIRECT CONTRIBUTION LEGISLATURE CANDIDATE","Candidate Committee","JEN DAY FOR NEBRASKA","","","","15708 REDWOOD STREET","","OMAHA","NE","68136","01/13/2025","","","","N","","",""
"62743","9030","Nebraska Business Supplemental Filer","SECOND HOUSE COLLABORATIVE","","In-Kind Expenditure","Unknown","10/30/2024","228.65","PALM CARDS- GOLDENROD PRINTING","Ballot Question Committee","PROTECT OUR RIGHTS","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/13/2025","","","","N","","",""
"62789","7318","PAC-Separate Segregated Political Fund","NEBRASKA GROCERY INDUSTRY ASSOCIATION PAC","","In-Kind Expenditure","Unknown","10/30/2024","34.33","FOOD & DRINK","Candidate Committee","VON GILLERN FOR NEBRASKA","","","","18370 HONEYSUCKLE DRIVE","","ELKHORN","NE","68022","01/13/2025","","","","N","","",""
"62825","9671","Candidate Committee","JIM SCHEER FOR REGENT","JAMES SCHEER","Non Cash In-Kind Expenditure","Unknown","10/30/2024","14406","RADIO ADVERTISING","Ballot Question Committee","PROTECT WOMEN & CHILDREN","","","","1317 Q STREET STE 110 PMB 287","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"62827","9671","Candidate Committee","JIM SCHEER FOR REGENT","JAMES SCHEER","Campaign Expense","Unknown","10/30/2024","14406","IN-KIND RADIO BUY TO PROTECT WOMEN & CHILDREN","Business (For-Profit and Non-Profit entities)","AX MEDIA","","","","800 W 47TH ST","STE 200","KANSAS CITY","MO","64112","01/13/2025","","","","N","","",""
"62840","9036","PAC-Independent","NEBRASKA VALUES PAC","","Administrative Expenses","Unknown","10/30/2024","25","WIRE FEE","Business (For-Profit and Non-Profit entities)","UNION BANK AND TRUST","","","","1248 O ST.","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"62899","9218","Candidate Committee","JEREMY FOR LANCASTER COUNTY","JEREMY PAUL KUEHN","Campaign Expense","Unknown","10/30/2024","45","PAID WALKING","Individual","DURING THE REPORTING PERIOD < 250.01","PAYEES WHO WERE PAID, EACH $250 OR LESS","","",".","",".","NE","00000","01/13/2025","","","","N","","",""
"62902","9218","Candidate Committee","JEREMY FOR LANCASTER COUNTY","JEREMY PAUL KUEHN","Campaign Expense","Unknown","10/30/2024","45","PAID WALKING","Individual","DURING THE REPORTING PERIOD < 250.01","PAYEES WHO WERE PAID, EACH $250 OR LESS","","",".","",".","NE","00000","01/13/2025","","","","N","","",""
"62905","9218","Candidate Committee","JEREMY FOR LANCASTER COUNTY","JEREMY PAUL KUEHN","Campaign Expense","Unknown","10/30/2024","45","PAID WALKING","Individual","DURING THE REPORTING PERIOD < 250.01","PAYEES WHO WERE PAID, EACH $250 OR LESS","","",".","",".","NE","00000","01/13/2025","","","","N","","",""
"62907","9218","Candidate Committee","JEREMY FOR LANCASTER COUNTY","JEREMY PAUL KUEHN","Campaign Expense","Unknown","10/30/2024","45","PAID WALKING","Individual","DURING THE REPORTING PERIOD < 250.01","PAYEES WHO WERE PAID, EACH $250 OR LESS","","",".","",".","NE","00000","01/13/2025","","","","N","","",""
"62926","8947","Candidate Committee","HEIMES FOR NEBRASKA","ALLISON HEIMES","Campaign Expense","Unknown","10/30/2024","9900","MOBILE BILLBOARD","Business (For-Profit and Non-Profit entities)","LEAD INNOVATIONS","","","","1620 WILSHIRE DR #300","","BELLEVUE","NE","68000","01/13/2025","","","","N","","",""
"62940","9218","Candidate Committee","JEREMY FOR LANCASTER COUNTY","JEREMY PAUL KUEHN","Campaign Expense","Unknown","10/30/2024","59","DIGITAL ADS","Business (For-Profit and Non-Profit entities)","FACEBOOK","","","","1 HACKER WAY","","MENLO PARK","CA","94025","01/13/2025","","","","N","","",""
"63082","7566","Candidate Committee","RAY AGUILAR FOR LEGISLATURE","RAY AGUILAR","Campaign Expense","Unknown","10/30/2024","3500","NE GOP DOOR TV AD","Business (For-Profit and Non-Profit entities)","VICTORY ENTERPRISES INC","","","","5200 30TH ST SW","","DAVENPORT","IA","52802","01/13/2025","","","","N","","",""
"63092","9313","Candidate Committee","RENNER FOR NEBRASKA","LIZ RENNER","In-Kind Contribution (Exp)","Other","10/30/2024","243.19","PHONE CALLS PAID TO HUDSON BAY CO.; 5631 S 48TH STREET #400, LINCOLN NE 68516","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"63097","7400","Ballot Question Committee","NMM","","In-Kind Contribution (Exp)","Other","10/30/2024","228.65","PRINTING","Business (For-Profit and Non-Profit entities)","SECOND HOUSE COLLABORATIVE","","","","211 NORTH 14TH STREET","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63136","9330","Candidate Committee","SHANE  CLAUSEN FOR MAYOR","SHANE CLAUSEN","Campaign Expense","Unknown","10/30/2024","1211.78","SIGNAGE","Business (For-Profit and Non-Profit entities)","MARATHON PRESS, INC.","","","","1500 SQUARE TURN BOULEVARD","","NORFOLK","NE","68701","01/10/2025","","","","N","","",""
"63141","9330","Candidate Committee","SHANE  CLAUSEN FOR MAYOR","SHANE CLAUSEN","Campaign Expense","Unknown","10/30/2024","250","BOOKEEPING","Business (For-Profit and Non-Profit entities)","INTUIT","","","","405 N ANGIER AVENUE NE","","ATLANTA","GA","30308","01/10/2025","","","","N","","",""
"63147","9373","Candidate Committee","MAAR FOR  CITY COUNCIL","RAQUEL MAAR","In-Kind Contribution (Exp)","Other","10/30/2024","445.18","POSTAGE ALL NEEDS COMPUTER AND MAILING SERVICE 8100 S 13TH LINCOLN NE 68512","PAC-Independent","CONSERVATION PAC","","","","3150 S 72ND STREET","#195","LINCOLN","NE","68506","01/14/2025","","","","N","","",""
"63155","9330","Candidate Committee","SHANE  CLAUSEN FOR MAYOR","SHANE CLAUSEN","Campaign Expense","Unknown","10/30/2024","4459","CAMPAIGN SUPPORT","Business (For-Profit and Non-Profit entities)","DF STRATEGIES","","","","2835 N 79TH STREET","","LINCOLN","NE","68507","01/10/2025","","","","N","","",""
"63301","8866","Ballot Question Committee","SUPPORT OUR SCHOOLS - NEBRASKA","","Campaign Expense","Unknown","10/30/2024","36","BANK FEE","Business (For-Profit and Non-Profit entities)","UNION BANK AND TRUST","","","","1248 O ST.","","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"63310","9326","Candidate Committee","MCKEON FOR LEGISLATURE","DANIEL D MCKEON","Campaign Expense","Unknown","10/30/2024","284.4","ADS","Business (For-Profit and Non-Profit entities)","ALBION NEWS & BOONE COUNTY TRIBUNE","","","","328 WEST CHURCH STREET","","ALBION","NE","68620","01/14/2025","","","","N","","",""
